pv_to_house,pv_to_bat,bat_to_house,grid_to_house,pv_to_grid,pv_to_bat_grid_wasted,to_house_wasted,power,load,soc,cost,profit,spot,datetime,battery_capacity,deltaSOH_cyclic,deltaSOH_float,battery_deltaSOH,battery_usage_cost,aging_factor_cyclic,aging_factor_float,battery_aging_factor
0.0,0.0,0.0,2.680000066757202,0.0,0.0,0.0,0.0,2.68,0.0,0.2583337824349403,0.0,2.693,2020-01-08 00:00:00,13.499989539384842,0.0,3.956947239203146e-06,3.956947239203146e-06,0.035612523555755615,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,1.4500000476837158,0.0,0.0,0.0,0.0,1.45,0.0,0.13487958443555834,0.0,2.4210000000000003,2020-01-08 01:00:00,13.49997907877779,0.0,3.9569440559716895e-06,3.9569440559716895e-06,0.035612497478723526,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.5,0.0,0.12974700000000003,0.0,1.895,2020-01-08 02:00:00,13.499968618178842,0.0,3.956941327487584e-06,3.956941327487584e-06,0.03561247140169144,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,1.2300000190734863,0.0,0.0,0.0,0.0,1.23,0.0,0.0850549933189392,0.0,0.496,2020-01-08 03:00:00,13.499958157588,0.0,3.956938144256128e-06,3.956938144256128e-06,0.03561244159936905,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,1.5800000429153442,0.0,0.0,0.0,0.0,1.58,0.0,0.09973592270898819,-0.0,0.01,2020-01-08 04:00:00,13.499947697005265,0.0,3.956934961024672e-06,3.956934961024672e-06,0.03561241552233696,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,1.5099999904632568,0.0,0.0,0.0,0.0,1.51,0.0,0.09533596339788436,-0.0,0.011,2020-01-08 05:00:00,13.499937236430634,0.0,3.9569322325405665e-06,3.9569322325405665e-06,0.03561238944530487,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,2.7100000381469727,0.0,0.0,0.0,0.0,2.71,0.0,0.17661070248603822,-0.0,0.175,2020-01-08 06:00:00,13.49992677586411,0.0,3.95692904930911e-06,3.95692904930911e-06,0.03561235964298248,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,1.3300000429153442,0.0,0.0,0.0,0.0,1.33,0.0,0.11799441180734634,0.0,2.074,2020-01-08 07:00:00,13.49991631530569,0.0,3.956925866077654e-06,3.956925866077654e-06,0.035612333565950394,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,1.6399999856948853,0.0,0.0,0.0,0.0,1.64,0.0,0.15531915064520838,0.0,2.557,2020-01-08 08:00:00,13.499905854755376,0.0,3.956922682846198e-06,3.956922682846198e-06,0.035612303763628006,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,1.7000000476837158,0.0,0.0,0.0,0.0,1.7,0.0,0.16399492459993364,0.0,2.699,2020-01-08 09:00:00,13.499895394213167,0.0,3.956919499614742e-06,3.956919499614742e-06,0.03561227396130562,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,1.2899999618530273,0.0,0.0,0.0,0.0,1.29,0.0,0.1250030603034973,0.0,2.734,2020-01-08 10:00:00,13.499884933679065,0.0,3.956916771130636e-06,3.956916771130636e-06,0.03561225160956383,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,1.4900000095367432,0.0,0.0,0.0,0.0,1.49,0.0,0.1441986249229431,0.0,2.7239999999999998,2020-01-08 11:00:00,13.499874473153067,0.0,3.956913133151829e-06,3.956913133151829e-06,0.03561221808195114,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,1.5700000524520874,0.0,0.0,0.0,0.0,1.57,0.0,0.15196030507683755,0.0,2.725,2020-01-08 12:00:00,13.499864012635175,0.0,3.956910404667724e-06,3.956910404667724e-06,0.03561219200491905,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,1.5299999713897705,0.0,0.0,0.0,0.0,1.53,0.0,0.14812664123010635,0.0,2.727,2020-01-08 13:00:00,13.499853552125389,0.0,3.956907676183619e-06,3.956907676183619e-06,0.03561216965317726,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,1.440000057220459,0.0,0.0,0.0,0.0,1.44,0.0,0.1394490295412064,0.0,2.729,2020-01-08 14:00:00,13.499843091623708,0.0,3.9569040382048115e-06,3.9569040382048115e-06,0.035612136125564575,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,1.7400000095367432,0.0,0.0,0.0,0.0,1.74,0.0,0.1686950889245987,0.0,2.738,2020-01-08 15:00:00,13.499832631130133,0.0,3.956901309720706e-06,3.956901309720706e-06,0.035612110048532486,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,1.7200000286102295,0.0,0.0,0.0,0.0,1.72,0.0,0.1673319227833748,0.0,2.7649999999999997,2020-01-08 16:00:00,13.499822170644663,0.0,3.956898581236601e-06,3.956898581236601e-06,0.035612087696790695,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,1.6799999475479126,0.0,0.0,0.0,0.0,1.68,0.0,0.16508620284576417,0.0,2.8440000000000003,2020-01-08 17:00:00,13.499811710167299,0.0,3.956895398005145e-06,3.956895398005145e-06,0.03561205789446831,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,1.2799999713897705,0.0,0.0,0.0,0.0,1.28,0.0,0.12647833317298887,0.0,2.888,2020-01-08 18:00:00,13.499801249698038,0.0,3.9568922147736885e-06,3.9568922147736885e-06,0.03561202809214592,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,1.659999966621399,0.0,0.0,0.0,0.0,1.66,0.0,0.16431476469602585,0.0,2.902,2020-01-08 19:00:00,13.499790789236883,0.0,3.956889031542232e-06,3.956889031542232e-06,0.03561200201511383,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,1.7200000286102295,0.0,0.0,0.0,0.0,1.72,0.0,0.1701045628294945,0.0,2.895,2020-01-08 20:00:00,13.499780328783833,0.0,3.956886303058127e-06,3.956886303058127e-06,0.03561197593808174,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,1.659999966621399,0.0,0.0,0.0,0.0,1.66,0.0,0.1636972447084427,0.0,2.872,2020-01-08 21:00:00,13.49976986833889,0.0,3.956883119826671e-06,3.956883119826671e-06,0.03561194986104965,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,2.859999895095825,0.0,0.0,0.0,0.0,2.86,0.0,0.2771031018359184,0.0,2.7329999999999997,2020-01-08 22:00:00,13.49975940790205,0.0,3.9568799365952145e-06,3.9568799365952145e-06,0.035611920058727264,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,7.360000133514404,0.0,0.0,0.0,0.0,7.36,0.0,0.7106403968914033,0.0,2.706,2020-01-08 23:00:00,13.499748947473318,0.0,3.956876753363758e-06,3.956876753363758e-06,0.03561189025640488,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,2.8499999046325684,0.0,0.0,0.0,0.0,2.85,0.0,0.2723881708852768,0.0,2.627,2020-01-09 00:00:00,13.49973848705269,0.0,3.956874024879653e-06,3.956874024879653e-06,0.035611867904663086,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,1.1699999570846558,0.0,0.0,0.0,0.0,1.17,0.0,0.1089499280037403,0.0,2.429,2020-01-09 01:00:00,13.499728026640168,0.0,3.956870841648197e-06,3.956870841648197e-06,0.0356118381023407,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,1.4800000190734863,0.0,0.0,0.0,0.0,1.48,0.0,0.1325499857082367,0.0,2.1420000000000003,2020-01-09 02:00:00,13.499717566235752,0.0,3.956867658416741e-06,3.956867658416741e-06,0.03561180830001831,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,1.6100000143051147,0.0,0.0,0.0,0.0,1.61,0.0,0.14247598526592256,0.0,2.056,2020-01-09 03:00:00,13.499707105839441,0.0,3.956864929932635e-06,3.956864929932635e-06,0.03561178594827652,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,2.2899999618530273,0.0,0.0,0.0,0.0,2.29,0.0,0.20100520465164187,0.0,1.998,2020-01-09 04:00:00,13.499696645451236,0.0,3.956861746701179e-06,3.956861746701179e-06,0.03561175614595413,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,1.5299999713897705,0.0,0.0,0.0,0.0,1.53,0.0,0.136382973449707,0.0,2.1079999999999997,2020-01-09 05:00:00,13.499686185071136,0.0,3.956858563469723e-06,3.956858563469723e-06,0.035611726343631744,0.0,3.956950422434602e-06,3.956950422434602e-06
0.0,0.0,0.0,1.5299999713897705,0.0,0.0,0.0,0.0,1.53,0.0,0.1406516733698845,0.0,2.3329999999999997,2020-01-09 06:00:00,13.49967572469914,0.0,3.956855380238267e-06,3.956855380238267e-06,0.035611700266599655,0.0,3.956950422434602e-06,3.956950422434602e-06
